"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.411910772E2,6.506969000E1,2.550779667E1,1.671477769E1,1.733584404E0,2.378600006E2,1.799999952E0,1.010000038E1
4.421910772E2,6.506967667E1,2.550775833E1,1.631478505E1,1.751085043E0,2.460500031E2,1.799999952E0,1.010000038E1
4.431910772E2,6.506966667E1,2.550772667E1,1.601479077E1,1.765497208E0,2.362299957E2,1.700000048E0,1.010000038E1
4.441910772E2,6.506965833E1,2.550768167E1,1.541479685E1,1.813881159E0,2.463800049E2,1.600000024E0,1.019999981E1
4.451910772E2,6.506965000E1,2.550763167E1,1.481480329E1,1.811307549E0,2.420899963E2,1.500000000E0,9.800000191E0
4.461910772E2,6.506964000E1,2.550758167E1,1.451481032E1,1.837558389E0,2.379100037E2,1.600000024E0,9.899999619E0
4.471910772E2,6.506963333E1,2.550753167E1,1.461481618E1,1.865353346E0,2.473399963E2,1.600000024E0,9.800000191E0
4.481910772E2,6.506962500E1,2.550748667E1,1.441482227E1,1.827778578E0,2.344600067E2,1.500000000E0,9.600000381E0
4.491910772E2,6.506961667E1,2.550744833E1,1.421482788E1,1.815425277E0,2.389700012E2,1.500000000E0,9.500000000E0
4.501910772E2,6.506961167E1,2.550741667E1,1.391483187E1,1.780424118E0,2.422799988E2,1.500000000E0,9.399999619E0
4.511910772E2,6.506960500E1,2.550739667E1,1.371483561E1,1.698068619E0,2.341699982E2,1.500000000E0,9.600000381E0
4.521910772E2,6.506959833E1,2.550737333E1,1.371483958E1,1.669758916E0,2.346799927E2,1.500000000E0,9.600000381E0
4.531910772E2,6.506958833E1,2.550735333E1,1.351484448E1,1.627551675E0,2.236799927E2,1.500000000E0,9.699999809E0
4.541910772E2,6.506958167E1,2.550733667E1,1.341484798E1,1.547769666E0,2.286000061E2,1.399999976E0,9.899999619E0
4.551910772E2,6.506957167E1,2.550731667E1,1.331485288E1,1.509680271E0,2.205200043E2,1.399999976E0,9.899999619E0
4.561910772E2,6.506956167E1,2.550729833E1,1.291485767E1,1.450487256E0,2.216699982E2,1.399999976E0,1.010000038E1
4.571910772E2,6.506955000E1,2.550728000E1,1.281486303E1,1.376367211E0,2.223300018E2,1.299999952E0,1.019999981E1
4.581910772E2,6.506953667E1,2.550726000E1,1.241486909E1,1.335189462E0,2.237200012E2,1.299999952E0,1.039999962E1
4.591910772E2,6.506952667E1,2.550723500E1,1.221487435E1,1.303791404E0,2.276499939E2,1.299999952E0,1.039999962E1
4.601910772E2,6.506951667E1,2.550721167E1,1.191487948E1,1.309968114E0,2.161399994E2,1.299999952E0,1.060000038E1
4.611910772E2,6.506950667E1,2.550719167E1,1.191488439E1,1.326953888E0,2.164299927E2,1.299999952E0,1.050000000E1
4.621910772E2,6.506949833E1,2.550717167E1,1.181488871E1,1.301217794E0,2.273300018E2,1.299999952E0,1.039999962E1
4.631910772E2,6.506949167E1,2.550715167E1,1.161489245E1,1.280114174E0,2.287299957E2,1.299999952E0,1.039999962E1
4.641910772E2,6.506948667E1,2.550713000E1,1.151489573E1,1.271363854E0,2.294600067E2,1.299999952E0,1.039999962E1
4.651910772E2,6.506948167E1,2.550710667E1,1.131489913E1,1.245113015E0,2.435500031E2,1.299999952E0,1.039999962E1
4.661910772E2,6.506947833E1,2.550708333E1,1.111490194E1,1.197243929E0,2.465599976E2,1.299999952E0,1.039999962E1
4.671910772E2,6.506947167E1,2.550706000E1,1.111490592E1,1.176655054E0,2.317799988E2,1.299999952E0,1.060000038E1
4.681910772E2,6.506946500E1,2.550703667E1,1.101490990E1,1.147830606E0,2.378000031E2,1.299999952E0,1.060000038E1
4.691910772E2,6.506945833E1,2.550701167E1,1.091491400E1,1.126726985E0,2.342400055E2,1.299999952E0,1.050000000E1
4.701910772E2,6.506945167E1,2.550698833E1,1.081491798E1,1.117976665E0,2.312200012E2,1.299999952E0,1.050000000E1
4.711910772E2,6.506944500E1,2.550696500E1,1.071492196E1,1.142168641E0,2.371300049E2,1.299999952E0,1.069999981E1
4.721910772E2,6.506943667E1,2.550693667E1,1.071492687E1,1.189523101E0,2.313500061E2,1.299999952E0,1.050000000E1
4.731910772E2,6.506942667E1,2.550690833E1,1.061493237E1,1.216288567E0,2.262500000E2,1.299999952E0,1.060000038E1
4.741910772E2,6.506941833E1,2.550688333E1,1.041493705E1,1.255922198E0,2.216199951E2,1.299999952E0,1.069999981E1
4.751910772E2,6.506941000E1,2.550686167E1,1.031494149E1,1.264672518E0,2.274299927E2,1.299999952E0,1.060000038E1
4.761910772E2,6.506940333E1,2.550683833E1,1.031494548E1,1.285776138E0,2.323899994E2,1.299999952E0,1.110000038E1
4.771910772E2,6.506939667E1,2.550681833E1,1.021494922E1,1.281143665E0,2.310599976E2,1.299999952E0,1.100000000E1
4.781910772E2,6.506939000E1,2.550680000E1,1.021495285E1,1.272393346E0,2.309799957E2,1.299999952E0,1.100000000E1
4.791910772E2,6.506938333E1,2.550677667E1,1.011495683E1,1.294526339E0,2.236000061E2,1.299999952E0,1.089999962E1
4.801910772E2,6.506937500E1,2.550675667E1,9.914961155E0,1.298129439E0,2.189199982E2,1.299999952E0,1.110000038E1
4.811910772E2,6.506936667E1,2.550673667E1,9.514965482E0,1.299158931E0,2.216799927E2,1.500000000E0,1.130000019E1
4.821910772E2,6.506936000E1,2.550671667E1,9.814969227E0,1.267760873E0,2.264100037E2,1.500000000E0,1.060000038E1
4.831910772E2,6.506935500E1,2.550669667E1,1.061497239E1,1.249230862E0,2.262200012E2,1.500000000E0,1.050000000E1
4.841910772E2,6.506934833E1,2.550667833E1,1.131497602E1,1.210626721E0,2.323899994E2,1.500000000E0,9.800000191E0
4.851910772E2,6.506934333E1,2.550665833E1,1.171497919E1,1.198273301E0,2.231699982E2,1.500000000E0,9.899999619E0
4.861910772E2,6.506933667E1,2.550664333E1,1.191498258E1,1.178199172E0,2.269799957E2,1.600000024E0,9.899999619E0
4.871910772E2,6.506932833E1,2.550662333E1,1.231498690E1,1.161213279E0,2.333200073E2,1.600000024E0,9.899999619E0
4.881910772E2,6.506932167E1,2.550659833E1,1.271499101E1,1.177684426E0,2.351799927E2,1.600000024E0,9.800000191E0
4.891910772E2,6.506931333E1,2.550657667E1,1.381499545E1,1.179228663E0,2.258899994E2,1.600000024E0,9.800000191E0
4.901910772E2,6.506930500E1,2.550655333E1,1.461500002E1,1.172537208E0,2.225299988E2,1.500000000E0,9.500000000E0
4.911910772E2,6.506929667E1,2.550653500E1,1.491500423E1,1.163786888E0,2.264499969E2,1.500000000E0,9.600000381E0
4.921910772E2,6.506929167E1,2.550651333E1,1.501500752E1,1.166875243E0,2.231699982E2,1.500000000E0,9.699999809E0
4.931910772E2,6.506928667E1,2.550649333E1,1.501501068E1,1.163786888E0,2.307100067E2,1.500000000E0,9.600000381E0
4.941910772E2,6.506928167E1,2.550647500E1,1.451501373E1,1.181802273E0,2.295500031E2,1.500000000E0,9.500000000E0
4.951910772E2,6.506927333E1,2.550646000E1,1.431501770E1,1.192611337E0,2.283800049E2,1.500000000E0,9.600000381E0
4.961910772E2,6.506926667E1,2.550644167E1,1.441502133E1,1.202391148E0,2.261699982E2,1.500000000E0,9.699999809E0
4.971910772E2,6.506925833E1,2.550642500E1,1.431502543E1,1.237906933E0,2.135599976E2,1.500000000E0,9.699999809E0
4.981910772E2,6.506925167E1,2.550640833E1,1.441502894E1,1.244083643E0,2.174600067E2,1.500000000E0,9.800000191E0
4.991910772E2,6.506924333E1,2.550638500E1,1.441503351E1,1.234303832E0,2.258399963E2,1.500000000E0,9.600000381E0
5.001910772E2,6.506923667E1,2.550636167E1,1.411503749E1,1.222465277E0,2.262299957E2,1.500000000E0,9.399999619E0
5.011910772E2,6.506923000E1,2.550634000E1,1.371504136E1,1.197758555E0,2.311900024E2,1.500000000E0,9.000000000E0
5.021910772E2,6.506922333E1,2.550632167E1,1.351504499E1,1.179228663E0,2.338000031E2,1.500000000E0,9.300000191E0
5.031910772E2,6.506921500E1,2.550630333E1,1.331504921E1,1.178199172E0,2.266999969E2,1.500000000E0,9.100000381E0
5.041910772E2,6.506920667E1,2.550628500E1,1.351505342E1,1.178199172E0,2.263500061E2,1.500000000E0,9.100000381E0
5.051910772E2,6.506920000E1,2.550626500E1,1.381505717E1,1.185920000E0,2.235299988E2,1.500000000E0,9.000000000E0
5.061910772E2,6.506919000E1,2.550624667E1,1.411506197E1,1.217832804E0,2.216199951E2,1.500000000E0,9.199999809E0
5.071910772E2,6.506918167E1,2.550622833E1,1.441506618E1,1.220921159E0,2.326499939E2,1.500000000E0,9.199999809E0
5.081910772E2,6.506917333E1,2.550620833E1,1.451507052E1,1.200332165E0,2.226799927E2,1.500000000E0,9.399999619E0
5.091910772E2,6.506916500E1,2.550618833E1,1.471507485E1,1.185405254E0,2.301600037E2,1.500000000E0,9.600000381E0
5.101910772E2,6.506915667E1,2.550617167E1,1.501507895E1,1.181802273E0,2.246799927E2,1.500000000E0,9.500000000E0
5.111910772E2,6.506914500E1,2.550615333E1,1.501508432E1,1.176140308E0,2.163800049E2,1.500000000E0,9.500000000E0
5.121910772E2,6.506913833E1,2.550613667E1,1.521508784E1,1.166360497E0,2.363899994E2,1.500000000E0,9.699999809E0
5.131910772E2,6.506912833E1,2.550611500E1,1.511509287E1,1.171507835E0,2.372299957E2,1.500000000E0,9.500000000E0
5.141910772E2,6.506911833E1,2.550609667E1,1.511509767E1,1.163786888E0,2.162299957E2,1.500000000E0,9.600000381E0
5.151910772E2,6.506910667E1,2.550608000E1,1.491510293E1,1.169963598E0,2.155800018E2,1.500000000E0,9.600000381E0
5.161910772E2,6.506909833E1,2.550606000E1,1.461510727E1,1.165845871E0,2.282700043E2,1.500000000E0,9.600000381E0
5.171910772E2,6.506909000E1,2.550603833E1,1.431511172E1,1.176140308E0,2.196199951E2,1.500000000E0,9.600000381E0
5.181910772E2,6.506908167E1,2.550601833E1,1.441511606E1,1.193640828E0,2.146499939E2,1.500000000E0,9.699999809E0
5.191910772E2,6.506907167E1,2.550600500E1,1.481512050E1,1.197243929E0,2.100200043E2,1.500000000E0,9.699999809E0
5.201910772E2,6.506906167E1,2.550598333E1,1.461512554E1,1.203935266E0,2.293800049E2,1.500000000E0,9.500000000E0
5.211910772E2,6.506905333E1,2.550596167E1,1.421512999E1,1.219376922E0,2.317500000E2,1.500000000E0,9.699999809E0
5.221910772E2,6.506904667E1,2.550594167E1,1.351513375E1,1.233789206E0,2.358999939E2,1.399999976E0,9.800000191E0
5.231910772E2,6.506903833E1,2.550592500E1,1.301513785E1,1.250260234E0,2.221999969E2,1.399999976E0,9.600000381E0
5.241910772E2,6.506903167E1,2.550590667E1,1.261514149E1,1.284746647E0,2.269600067E2,1.500000000E0,9.500000000E0
5.251910772E2,6.506902333E1,2.550588500E1,1.241514594E1,1.298129439E0,2.229299927E2,1.399999976E0,9.600000381E0
5.261910772E2,6.506901500E1,2.550586667E1,1.231515016E1,1.310482740E0,2.261300049E2,1.399999976E0,9.699999809E0
5.271910772E2,6.506900667E1,2.550584833E1,1.221515438E1,1.304820776E0,2.292899933E2,1.399999976E0,1.000000000E1
5.281910772E2,6.506899833E1,2.550583000E1,1.191515860E1,1.301217794E0,2.210899963E2,1.299999952E0,9.800000191E0
5.291910772E2,6.506898833E1,2.550581000E1,1.181516352E1,1.328498006E0,2.212899933E2,1.299999952E0,9.600000381E0
5.301910772E2,6.506897833E1,2.550578833E1,1.161516856E1,1.355263591E0,2.257500000E2,1.299999952E0,9.500000000E0
5.311910772E2,6.506896500E1,2.550576333E1,1.111517500E1,1.373793602E0,2.228999939E2,1.399999976E0,9.800000191E0
5.321910772E2,6.506895667E1,2.550574000E1,1.101517958E1,1.390779495E0,2.254199982E2,1.500000000E0,9.600000381E0
5.331910772E2,6.506894833E1,2.550572000E1,1.111518392E1,1.383058667E0,2.200700073E2,1.500000000E0,9.699999809E0
5.341910772E2,6.506894167E1,2.550569833E1,1.121518780E1,1.350116372E0,2.252799988E2,1.500000000E0,9.699999809E0
5.351910772E2,6.506893167E1,2.550568333E1,1.121519237E1,1.348572254E0,2.179700012E2,1.500000000E0,9.500000000E0
5.361910772E2,6.506892333E1,2.550566167E1,1.151519682E1,1.342395544E0,2.196600037E2,1.500000000E0,9.600000381E0
5.371910772E2,6.506891333E1,2.550564333E1,1.161520163E1,1.334674716E0,2.122599945E2,1.500000000E0,9.699999809E0
5.381910772E2,6.506890667E1,2.550562167E1,1.171520551E1,1.348572254E0,2.130500031E2,1.500000000E0,9.399999619E0
5.391910772E2,6.506889667E1,2.550559500E1,1.151521091E1,1.347028017E0,2.288399963E2,1.500000000E0,9.399999619E0
5.401910772E2,6.506888833E1,2.550556667E1,1.161521584E1,1.328498006E0,2.344400024E2,1.500000000E0,9.500000000E0
5.411910772E2,6.506888500E1,2.550554667E1,1.141521844E1,1.305850267E0,2.241499939E2,1.500000000E0,9.300000191E0
5.421910772E2,6.506887833E1,2.550552333E1,1.151522244E1,1.292467475E0,2.345800018E2,1.500000000E0,9.300000191E0
5.431910772E2,6.506887000E1,2.550550167E1,1.141522690E1,1.284231901E0,2.221000061E2,1.500000000E0,9.300000191E0
5.441910772E2,6.506886167E1,2.550548500E1,1.131523100E1,1.289379120E0,2.233999939E2,1.500000000E0,9.399999619E0
5.451910772E2,6.506885333E1,2.550546667E1,1.111523523E1,1.273422837E0,2.273000031E2,1.500000000E0,9.399999619E0
5.461910772E2,6.506884667E1,2.550544667E1,1.131523899E1,1.264672518E0,2.368999939E2,1.500000000E0,9.500000000E0
5.471910772E2,6.506883500E1,2.550542500E1,1.141524462E1,1.277540565E0,2.256199951E2,1.500000000E0,9.399999619E0
5.481910772E2,6.506882500E1,2.550540500E1,1.181524954E1,1.270334482E0,2.215500031E2,1.500000000E0,9.399999619E0
5.491910772E2,6.506881500E1,2.550538833E1,1.151525423E1,1.249745607E0,2.230099945E2,1.500000000E0,9.300000191E0
5.501910772E2,6.506880667E1,2.550537000E1,1.131525846E1,1.245627761E0,2.272799988E2,1.500000000E0,9.300000191E0
5.511910772E2,6.506880000E1,2.550535167E1,1.141526210E1,1.250260234E0,2.336799927E2,1.500000000E0,9.399999619E0
5.521910772E2,6.506879167E1,2.550533333E1,1.141526633E1,1.256951690E0,2.206999969E2,1.500000000E0,9.199999809E0
5.531910772E2,6.506878500E1,2.550531667E1,1.181526985E1,1.270849109E0,2.215200043E2,1.500000000E0,9.100000381E0
5.541910772E2,6.506877667E1,2.550529500E1,1.211527431E1,1.278570056E0,2.219299927E2,1.500000000E0,9.000000000E0
5.551910772E2,6.506877167E1,2.550527167E1,1.251527773E1,1.281658292E0,2.213899994E2,1.500000000E0,8.800000191E0
5.561910772E2,6.506876000E1,2.550525167E1,1.261528324E1,1.275481701E0,2.219900055E2,1.500000000E0,9.000000000E0
5.571910772E2,6.506875333E1,2.550523500E1,1.231528677E1,1.260040045E0,2.233300018E2,1.500000000E0,9.000000000E0
5.581910772E2,6.506874667E1,2.550520667E1,1.251529113E1,1.244083643E0,2.301199951E2,1.500000000E0,8.899999619E0
5.591910772E2,6.506874167E1,2.550518167E1,1.251529467E1,1.226068377E0,2.427500000E2,1.500000000E0,9.000000000E0
5.601910772E2,6.506873833E1,2.550516167E1,1.221529727E1,1.220921159E0,2.323200073E2,1.500000000E0,8.899999619E0
5.611910772E2,6.506873167E1,2.550514833E1,1.201530055E1,1.234818578E0,2.198600006E2,1.500000000E0,8.899999619E0
5.621910772E2,6.506872500E1,2.550513333E1,1.191530396E1,1.247686625E0,2.197500000E2,1.500000000E0,9.100000381E0
5.631910772E2,6.506871333E1,2.550511333E1,1.161530947E1,1.253863335E0,2.154199982E2,1.500000000E0,9.100000381E0
5.641910772E2,6.506870833E1,2.550509333E1,1.141531265E1,1.239451170E0,2.195000000E2,1.500000000E0,9.199999809E0
5.651910772E2,6.506870333E1,2.550507333E1,1.131531584E1,1.234818578E0,2.323800049E2,1.500000000E0,9.100000381E0
5.661910772E2,6.506869667E1,2.550505333E1,1.121531960E1,1.222980022E0,2.334400024E2,1.500000000E0,9.000000000E0
5.671910772E2,6.506869000E1,2.550503500E1,1.141532325E1,1.177684426E0,2.306499939E2,1.500000000E0,9.000000000E0
5.681910772E2,6.506868333E1,2.550502500E1,1.151532630E1,1.176140308E0,2.180000000E2,1.500000000E0,9.100000381E0
5.691910772E2,6.506867333E1,2.550500667E1,1.161533111E1,1.192611337E0,2.219499969E2,1.500000000E0,9.100000381E0
5.701910772E2,6.506866167E1,2.550499000E1,1.191533639E1,1.222980022E0,2.182799988E2,1.500000000E0,9.100000381E0
5.711910772E2,6.506865500E1,2.550496833E1,1.231534027E1,1.228641987E0,2.284199982E2,1.500000000E0,9.100000381E0
5.721910772E2,6.506864667E1,2.550494333E1,1.301534498E1,1.233789206E0,2.223200073E2,1.500000000E0,9.100000381E0
5.731910772E2,6.506864167E1,2.550492000E1,1.341534840E1,1.226068377E0,2.233800049E2,1.500000000E0,9.199999809E0
5.741910772E2,6.506863333E1,2.550489833E1,1.391535287E1,1.220921159E0,2.291100006E2,1.500000000E0,9.199999809E0
5.751910772E2,6.506862667E1,2.550488000E1,1.411535652E1,1.192096710E0,2.246799927E2,1.500000000E0,9.199999809E0
5.761910772E2,6.506861833E1,2.550485833E1,1.431536099E1,1.187978864E0,2.362700043E2,1.500000000E0,9.100000381E0
5.771910772E2,6.506861167E1,2.550483667E1,1.431536488E1,1.216288567E0,2.382799988E2,1.500000000E0,9.199999809E0
5.781910772E2,6.506860333E1,2.550482333E1,1.421536875E1,1.223494768E0,2.253099976E2,1.500000000E0,9.100000381E0
5.791910772E2,6.506859167E1,2.550480667E1,1.411537403E1,1.233274460E0,2.182200012E2,1.500000000E0,9.199999809E0
5.801910772E2,6.506858500E1,2.550479333E1,1.411537732E1,1.218862176E0,2.299100037E2,1.500000000E0,9.300000191E0
5.811910772E2,6.506857667E1,2.550477333E1,1.401538167E1,1.226583004E0,2.372799988E2,1.600000024E0,9.199999809E0
5.821910772E2,6.506856833E1,2.550474667E1,1.411538650E1,1.209082484E0,2.349199982E2,1.600000024E0,9.399999619E0
5.831910772E2,6.506856167E1,2.550473000E1,1.411539003E1,1.201361656E0,2.191300049E2,1.600000024E0,9.300000191E0
5.841910772E2,6.506855167E1,2.550471000E1,1.421539497E1,1.215773940E0,2.232899933E2,1.600000024E0,9.300000191E0
5.851910772E2,6.506854500E1,2.550468833E1,1.411539886E1,1.214229703E0,2.357400055E2,1.600000024E0,9.199999809E0
5.861910772E2,6.506853833E1,2.550467000E1,1.421540251E1,1.219891667E0,2.222899933E2,1.600000024E0,9.000000000E0
5.871910772E2,6.506853000E1,2.550465167E1,1.431540674E1,1.227097750E0,2.276799927E2,1.600000024E0,9.000000000E0
5.881910772E2,6.506852000E1,2.550463333E1,1.391541156E1,1.254892826E0,2.219700012E2,1.600000024E0,9.100000381E0
5.891910772E2,6.506851000E1,2.550461667E1,1.371541626E1,1.260554671E0,2.281199951E2,1.600000024E0,9.199999809E0
5.901910772E2,6.506850333E1,2.550459833E1,1.371541991E1,1.228641987E0,2.225299988E2,1.600000024E0,9.300000191E0
5.911910772E2,6.506849833E1,2.550458167E1,1.421542286E1,1.176140308E0,2.332400055E2,1.600000024E0,9.399999619E0
5.921910772E2,6.506849500E1,2.550456167E1,1.411542546E1,1.135991931E0,2.216000061E2,1.500000000E0,9.199999809E0
5.931910772E2,6.506849167E1,2.550454667E1,1.431542771E1,1.097902536E0,2.397200012E2,1.500000000E0,9.199999809E0
5.941910772E2,6.506848500E1,2.550452833E1,1.451543136E1,1.075769424E0,2.189600067E2,1.500000000E0,9.100000381E0
5.951910772E2,6.506847833E1,2.550451167E1,1.461543489E1,1.097387791E0,2.336499939E2,1.600000024E0,9.199999809E0
5.961910772E2,6.506847333E1,2.550449167E1,1.501543808E1,1.093269944E0,2.343300018E2,1.600000024E0,9.300000191E0
5.971910772E2,6.506846500E1,2.550446833E1,1.551544267E1,1.108196974E0,2.225500031E2,1.600000024E0,9.199999809E0
5.981910772E2,6.506845500E1,2.550445000E1,1.581544749E1,1.074740052E0,2.257599945E2,1.500000000E0,9.300000191E0
5.991910772E2,6.506845000E1,2.550443333E1,1.601545044E1,1.040768385E0,2.244600067E2,1.500000000E0,9.500000000E0
6.001910772E2,6.506844500E1,2.550441833E1,1.611545327E1,1.045400858E0,2.299700012E2,1.600000024E0,9.300000191E0
6.011910772E2,6.506843667E1,2.550439667E1,1.591545775E1,1.062901378E0,2.359499969E2,1.600000024E0,9.199999809E0
6.021910772E2,6.506843167E1,2.550438000E1,1.581546070E1,1.090696335E0,2.296000061E2,1.600000024E0,9.199999809E0
6.031910772E2,6.506842333E1,2.550436000E1,1.581546505E1,1.123638630E0,2.274600067E2,1.500000000E0,9.300000191E0
6.041910772E2,6.506841667E1,2.550434000E1,1.581546883E1,1.128785849E0,2.285099945E2,1.600000024E0,9.300000191E0
6.051910772E2,6.506840833E1,2.550432833E1,1.601547259E1,1.152977824E0,2.224100037E2,1.600000024E0,9.300000191E0
6.061910772E2,6.506839667E1,2.550430667E1,1.611547823E1,1.178199172E0,2.199900055E2,1.600000024E0,9.300000191E0
6.071910772E2,6.506838833E1,2.550429167E1,1.601548223E1,1.162242770E0,2.296199951E2,1.600000024E0,9.100000381E0
6.081910772E2,6.506838167E1,2.550427500E1,1.571548577E1,1.141139150E0,2.350800018E2,1.600000024E0,9.100000381E0
6.091910772E2,6.506837667E1,2.550425500E1,1.551548896E1,1.120550275E0,2.411199951E2,1.500000000E0,9.100000381E0
6.101910772E2,6.506837167E1,2.550423833E1,1.541549191E1,1.101505518E0,2.373999939E2,1.500000000E0,9.300000191E0
6.111910772E2,6.506836333E1,2.550421833E1,1.521549627E1,1.107682228E0,2.348099976E2,1.500000000E0,9.300000191E0
6.121910772E2,6.506835167E1,2.550419833E1,1.471550179E1,1.142168641E0,2.263200073E2,1.500000000E0,9.300000191E0
6.131910772E2,6.506834333E1,2.550417500E1,1.421550639E1,1.168934226E0,2.302899933E2,1.500000000E0,9.300000191E0
6.141910772E2,6.506833167E1,2.550415333E1,1.381551204E1,1.198788047E0,2.310500031E2,1.500000000E0,9.399999619E0
6.151910772E2,6.506832000E1,2.550413167E1,1.341551769E1,1.199817538E0,2.191499939E2,1.500000000E0,9.500000000E0
6.161910772E2,6.506830833E1,2.550411500E1,1.351552298E1,1.162242770E0,2.224299927E2,1.399999976E0,9.699999809E0
6.171910772E2,6.506830333E1,2.550410000E1,1.321552581E1,1.155036688E0,2.365500031E2,1.500000000E0,9.500000000E0
6.181910772E2,6.506829667E1,2.550408333E1,1.311552935E1,1.169963598E0,2.319199982E2,1.500000000E0,9.500000000E0
6.191910772E2,6.506828833E1,2.550406333E1,1.341553371E1,1.197758555E0,2.242599945E2,1.500000000E0,9.500000000E0
6.201910772E2,6.506828000E1,2.550404167E1,1.371553819E1,1.240995288E0,2.113800049E2,1.500000000E0,9.500000000E0
6.211910772E2,6.506827000E1,2.550402333E1,1.391554302E1,1.280114174E0,2.040899963E2,1.500000000E0,9.199999809E0
6.221910772E2,6.506825833E1,2.550400667E1,1.381554831E1,1.296585321E0,2.069900055E2,1.500000000E0,9.199999809E0
6.231910772E2,6.506825000E1,2.550398833E1,1.381555256E1,1.269819736E0,2.206300049E2,1.500000000E0,9.199999809E0
6.241910772E2,6.506824500E1,2.550397000E1,1.361555563E1,1.247686625E0,2.296499939E2,1.600000024E0,9.300000191E0
6.251910772E2,6.506823667E1,2.550394333E1,1.351556047E1,1.210626721E0,2.212100067E2,1.600000024E0,9.500000000E0
6.261910772E2,6.506823000E1,2.550392167E1,1.361556437E1,1.232244968E0,2.243699951E2,1.600000024E0,9.300000191E0
6.271910772E2,6.506822000E1,2.550389833E1,1.361556956E1,1.238936424E0,2.385800018E2,1.600000024E0,9.199999809E0
6.281910772E2,6.506821167E1,2.550387833E1,1.321557392E1,1.234303832E0,2.356799927E2,1.500000000E0,9.300000191E0
6.291910772E2,6.506820333E1,2.550385667E1,1.301557841E1,1.270849109E0,2.324499969E2,1.600000024E0,9.600000381E0
6.301910772E2,6.506819500E1,2.550382833E1,1.291558337E1,1.283202529E0,2.273899994E2,1.600000024E0,9.699999809E0
6.311910772E2,6.506818833E1,2.550380500E1,1.261558739E1,1.249230862E0,2.252500000E2,1.500000000E0,9.699999809E0
6.321910772E2,6.506818167E1,2.550378667E1,1.231559105E1,1.202391148E0,2.223200073E2,1.399999976E0,9.699999809E0
6.331910772E2,6.506817333E1,2.550377333E1,1.211559493E1,1.186949492E0,2.037400055E2,1.399999976E0,9.600000381E0
6.341910772E2,6.506816167E1,2.550376000E1,1.201559999E1,1.187978864E0,2.104700012E2,1.399999976E0,9.699999809E0
6.351910772E2,6.506815000E1,2.550374000E1,1.161560553E1,1.205479503E0,2.292799988E2,1.299999952E0,9.800000191E0
6.361910772E2,6.506814333E1,2.550372000E1,1.111560931E1,1.207538366E0,2.307899933E2,1.299999952E0,9.899999619E0
6.371910772E2,6.506813667E1,2.550370333E1,1.061561285E1,1.197243929E0,2.218999939E2,1.299999952E0,1.000000000E1
6.381910772E2,6.506812833E1,2.550368667E1,9.915616974E0,1.181287527E0,2.243099976E2,1.299999952E0,1.000000000E1
6.391910772E2,6.506812167E1,2.550366833E1,9.415620635E0,1.141139150E0,2.273999939E2,1.299999952E0,1.019999981E1
6.401910772E2,6.506811333E1,2.550364833E1,8.815625002E0,1.116432548E0,2.250700073E2,1.299999952E0,1.019999981E1
6.411910772E2,6.506810500E1,2.550362667E1,8.415629489E0,1.137536168E0,2.313999939E2,1.299999952E0,1.000000000E1
6.421910772E2,6.506809500E1,2.550360167E1,8.315634802E0,1.147830606E0,2.263600006E2,1.299999952E0,9.800000191E0
6.431910772E2,6.506808667E1,2.550358000E1,8.115639290E0,1.158125043E0,2.303899994E2,1.299999952E0,1.000000000E1
6.441910772E2,6.506808167E1,2.550356167E1,8.015642367E0,1.140109777E0,2.339900055E2,1.299999952E0,1.019999981E1
6.451910772E2,6.506807667E1,2.550354167E1,7.815645565E0,1.119006157E0,2.380299988E2,1.299999952E0,1.010000038E1
6.461910772E2,6.506806833E1,2.550351500E1,7.615650414E0,1.115403056E0,2.313800049E2,1.500000000E0,1.030000019E1
6.471910772E2,6.506806167E1,2.550349333E1,7.515654318E0,1.116947174E0,2.285800018E2,1.500000000E0,1.010000038E1
6.481910772E2,6.506805333E1,2.550347667E1,7.715658446E0,1.140624404E0,2.135200043E2,1.500000000E0,9.899999619E0
6.491910772E2,6.506804500E1,2.550346333E1,8.015662335E0,1.136506677E0,2.239299927E2,1.500000000E0,9.899999619E0
6.501910772E2,6.506804000E1,2.550345000E1,8.415665052E0,1.125182748E0,2.329900055E2,1.500000000E0,9.600000381E0
6.511910772E2,6.506803500E1,2.550343333E1,8.415668011E0,1.089666963E0,2.438800049E2,1.500000000E0,9.699999809E0
6.521910772E2,6.506803333E1,2.550341000E1,8.515670279E0,1.097387791E0,2.672699890E2,1.600000024E0,9.600000381E0
6.531910772E2,6.506803333E1,2.550338667E1,8.615671962E0,1.113858938E0,2.786600037E2,1.600000024E0,9.800000191E0
6.541910772E2,6.506803167E1,2.550336667E1,8.515673990E0,1.088637471E0,3.081799927E2,1.700000048E0,9.800000191E0
6.551910772E2,6.506803333E1,2.550336333E1,8.615673644E0,1.053636432E0,3.347000122E2,1.700000048E0,9.899999619E0
6.561910772E2,6.506803833E1,2.550335500E1,8.715672489E0,1.005252481E0,3.323299866E2,1.700000048E0,1.010000038E1
6.571910772E2,6.506804333E1,2.550334667E1,8.815671333E0,9.666483402E-1,3.269400024E2,1.700000048E0,1.019999981E1
